ppt,nLL,AIC,category_mean_bias,category_variance_bias,domain_variance_bias,determinism
82,22.07001458165535,52.1400291633107,241.4379308487875,1.0000000001,95865848049767.44,8.60041288364695e+26
83,22.180709777918246,52.36141955583649,27.502388087099014,2.5518517610908686,33.08064858036621,2.065247503686726e-11
84,20.953659994249684,49.90731998849937,2.98621323536704e+35,1.0000000001000067,2.7488706706158004,33.561220356979256
85,13.527504026227245,35.05500805245449,8.592714074732637,1.0000000001000025,0.03983804426355952,16.80931105985022
86,2.249340578477427,12.498681156954854,1720.1891967166043,1.0001405170298467,1.4591832818918367,3841.123131115903
87,21.278023400925786,50.55604680185157,5.5918435469431194e+17,33024033573566.273,31.894621550863686,3.79484999361243e+16
88,19.649724633255687,47.299449266511374,2.327313920295838,1.5818410641973975,805012021068664.2,3.8631737145460814e+29
89,19.904408505030617,47.80881701006123,5.538031732086435,1.0000000001000044,0.001,6.047176751840079
90,7.381451891480083,22.762903782960166,1301035965.3085418,87844266.00951564,0.5493533407883792,1527721715.2176435
91,4.642300838400396,17.28460167680079,7131077682438819.0,2433035277942052.5,0.20546286606039735,1.5761396425862516e+16
92,8.470355723201175,24.94071144640235,57571764104921.06,46444242461573.42,13.806750370188563,1.0354755557752557e+17
93,8.41489517825716,24.82979035651432,1.0000036352769544e-10,1.0000000001,0.06143075623353116,3.54356804029925
94,10.741476195999862,29.482952391999724,2743429345733946.0,851059577436709.2,0.001005829753689354,4057443243784911.5
95,3.790134041181959,15.580268082363919,1.0000000000000177e-10,1.0000000001000016,0.001,3.390488110944136
96,21.939735868589008,51.879471737178015,385056769.3100077,1.6946843513756588e+304,0.001000000000004891,185875223.61407638
